record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,cost_sar,total_transit_time_hours,capacity_available_kg,reliability_score,num_connections,priority,airline,distance_km,weather_risk_score,season,load_factor,shc_code,optimization_score
RTE_003711,2026-02-20 00:26:00,SHP_000819,CR_01,LAX,JED,Perishable,2457.69,49954.97,17.41,9433.43,0.9,0,Standard,Turkish Cargo,13400,0.26,Winter,0.56,ICE,0.902
RTE_012248,2025-07-30 13:44:00,SHP_002709,CR_05,PVG,JED,Valuable,1448.29,34409.16,18.35,1548.29,0.67,2,Standard,Cathay Cargo,8750,0.39,Summer,0.86,VAL,0.31
RTE_004654,2025-08-02 06:53:00,SHP_001028,CR_05,DOH,JED,Perishable,1744.27,7626.15,2.05,6559.85,0.81,0,Economy,Singapore Airlines Cargo,1320,0.44,Summer,0.86,ICE,0.823
RTE_014530,2025-04-30 09:14:00,SHP_003215,CR_04,NBO,JED,Valuable,351.14,11964.58,4.54,5495.83,0.85,0,Standard,Emirates SkyCargo,2400,0.31,Spring,0.52,VAL,0.909
RTE_005554,2025-10-07 05:00:00,SHP_001236,CR_03,BOM,JED,General,1578.6,12322.88,8.33,9556.17,0.8,1,Economy,Cargolux,3650,0.24,Monsoon,0.74,GEN,0.727
RTE_010534,2025-10-09 15:13:00,SHP_002331,CR_02,DXB,JED,Heavy,5304.54,35537.19,3.25,14305.46,0.91,0,Standard,Etihad Cargo,1700,0.28,Monsoon,0.57,ELM,0.99
RTE_014143,2025-10-30 22:51:00,SHP_003132,CR_06,JNB,JED,Perishable,434.53,12337.11,20.15,4423.69,0.71,2,Economy,Cathay Cargo,6400,0.24,Monsoon,0.42,PER,0.459
RTE_015952,2025-06-27 19:12:00,SHP_003527,CR_03,ICN,JED,Heavy,8192.68,71419.02,14.04,10657.96,0.86,0,Standard,Emirates SkyCargo,8500,0.33,Summer,0.73,ELM,0.886
RTE_013518,2026-02-13 00:00:00,SHP_002991,CR_04,ORD,JED,Heavy,6017.1,54098.24,18.52,16491.37,0.8,1,Express,Cargolux,10650,0.23,Winter,0.78,ELM,0.788
RTE_008938,2025-04-03 00:51:00,SHP_001986,CR_04,IST,JED,Heavy,5938.76,23576.98,4.05,15343.42,0.89,0,Standard,Cathay Cargo,2400,0.32,Spring,0.76,ELI,0.949
RTE_005202,2025-05-25 07:22:00,SHP_001155,CR_04,DXB,JED,Perishable,111.26,7483.33,7.17,8577.15,0.76,1,Express,Turkish Cargo,1700,0.41,Summer,0.75,ICE,0.696
RTE_015173,2025-10-29 04:56:00,SHP_003358,CR_01,JNB,JED,Pharmaceutical,1736.77,30149.22,10.15,9670.28,0.88,0,Standard,Qatar Airways Cargo,6400,0.28,Monsoon,0.59,ICE,0.944
RTE_008629,2025-10-22 13:43:00,SHP_001919,CR_03,BRU,JED,Heavy,8950.55,39330.87,10.2,12107.1,0.78,1,Express,Turkish Cargo,4520,0.26,Monsoon,0.6,ELM,0.468
RTE_014197,2025-10-05 08:02:00,SHP_003144,CR_04,HKG,JED,Pharmaceutical,869.47,32885.64,11.11,2966.67,0.91,0,Express,Cargolux,7800,0.26,Monsoon,0.82,ICE,0.881
RTE_020626,2025-05-24 11:11:00,SHP_004587,CR_03,ICN,JED,Pharmaceutical,2445.62,25283.54,21.49,4248.88,0.69,2,Standard,Emirates SkyCargo,8500,0.4,Summer,0.77,PER,0.565
RTE_007305,2025-12-02 08:28:00,SHP_001626,CR_01,ICN,JED,Pharmaceutical,2106.62,48687.82,13.14,14261.75,0.93,0,Express,Saudia Cargo,8500,0.18,Winter,0.91,ICE,0.854
RTE_017249,2025-06-16 05:41:00,SHP_003820,CR_04,JFK,JED,Perishable,959.38,29702.19,18.5,10282.07,0.78,1,Standard,Turkish Cargo,10200,0.36,Summer,0.62,ICE,0.65
RTE_007164,2025-12-13 19:32:00,SHP_001592,CR_01,NRT,JED,Valuable,939.07,38874.49,17.53,7382.51,0.84,1,Standard,Qatar Airways Cargo,9500,0.21,Winter,0.49,VAL,0.95
RTE_013279,2026-02-22 07:45:00,SHP_002938,CR_02,NBO,JED,Dangerous,3859.41,31877.43,3.39,6466.9,0.92,0,Express,Korean Air Cargo,2400,0.26,Winter,0.56,DGR,0.733
RTE_001828,2025-05-12 18:26:00,SHP_000402,CR_03,ICN,JED,General,1851.21,28464.96,11.31,12327.39,0.85,0,Standard,Etihad Cargo,8500,0.39,Summer,0.8,GEN,0.871
RTE_014514,2026-01-02 02:38:00,SHP_003212,CR_05,ORD,JED,Dangerous,673.03,29550.24,15.55,2241.41,0.89,0,Economy,Qatar Airways Cargo,10650,0.21,Winter,0.77,CAO,0.842
RTE_015192,2026-01-25 02:11:00,SHP_003362,CR_02,ADD,JED,Pharmaceutical,2056.78,17430.36,7.56,10847.5,0.8,1,Express,Cargolux,1650,0.22,Winter,0.77,PER,0.667
RTE_016722,2026-01-24 10:00:00,SHP_003703,CR_02,AMS,JED,Valuable,665.18,19754.39,12.33,12131.96,0.84,1,Express,Emirates SkyCargo,4620,0.2,Winter,0.64,VAL,0.731
RTE_017874,2025-06-23 05:54:00,SHP_003957,CR_04,NBO,JED,General,736.58,5939.27,7.14,9728.96,0.8,1,Economy,Emirates SkyCargo,2400,0.33,Summer,0.56,GEN,0.886
RTE_000857,2025-04-30 15:03:00,SHP_000190,CR_04,BOM,JED,Valuable,568.58,13045.1,10.12,1214.24,0.8,1,Standard,Emirates SkyCargo,3650,0.28,Spring,0.97,VAL,0.978
RTE_005196,2025-04-09 11:49:00,SHP_001154,CR_02,JFK,JED,General,1419.58,31504.67,18.1,9673.6,0.78,1,Express,Lufthansa Cargo,10200,0.25,Spring,0.69,GEN,0.651
RTE_010538,2025-05-25 08:14:00,SHP_002332,CR_01,IST,JED,Pharmaceutical,1207.17,12743.72,8.25,3387.77,0.77,1,Standard,Saudia Cargo,2400,0.43,Summer,0.55,PER,0.805
RTE_006881,2025-08-30 10:34:00,SHP_001530,CR_02,ICN,JED,Pharmaceutical,1880.71,50662.73,18.07,4737.84,0.76,1,Express,Saudia Cargo,8500,0.5,Summer,0.79,ICE,0.611
RTE_018624,2025-04-28 07:07:00,SHP_004128,CR_03,LAX,JED,Dangerous,1410.09,48698.3,19.03,9749.91,0.88,0,Standard,Saudia Cargo,13400,0.27,Spring,0.87,DGR,0.982
RTE_004578,2025-10-07 19:25:00,SHP_001013,CR_01,LHR,JED,Perishable,2406.62,23377.31,10.33,9379.35,0.82,1,Standard,Korean Air Cargo,4740,0.29,Monsoon,0.76,FRO,0.841
RTE_008353,2025-12-12 08:42:00,SHP_001860,CR_01,MIA,JED,Valuable,1448.04,31838.59,17.09,9837.38,0.89,0,Economy,Cargolux,11400,0.15,Winter,0.75,VAL,0.874
RTE_006249,2025-05-14 07:50:00,SHP_001393,CR_05,LAX,JED,General,3276.21,46858.48,18.59,12925.17,0.82,0,Standard,Lufthansa Cargo,13400,0.46,Summer,0.5,GEN,0.859
RTE_003951,2026-02-01 11:00:00,SHP_000874,CR_04,LHR,JED,Dangerous,3642.85,31358.27,7.24,11004.02,0.87,0,Standard,Korean Air Cargo,4740,0.23,Winter,0.74,DGR,0.921
RTE_005378,2025-09-05 08:43:00,SHP_001195,CR_01,ATL,JED,Heavy,8112.54,63377.03,17.23,10216.39,0.88,0,Economy,Turkish Cargo,11100,0.31,Monsoon,0.61,ELM,0.803
RTE_006718,2025-09-05 17:14:00,SHP_001492,CR_01,JNB,JED,Heavy,11695.21,63167.34,13.31,15897.34,0.8,1,Express,Lufthansa Cargo,6400,0.33,Monsoon,0.69,ELI,0.521
RTE_013113,2025-07-06 06:00:00,SHP_002901,CR_03,PVG,JED,Perishable,1977.36,34610.53,16.29,11586.07,0.75,1,Express,Cathay Cargo,8750,0.42,Summer,0.76,FRO,0.915
RTE_014361,2026-01-01 14:17:00,SHP_003179,CR_03,RUH,JED,Dangerous,3708.15,16181.19,2.21,14226.92,0.89,0,Express,Qatar Airways Cargo,850,0.22,Winter,0.86,CAO,0.821
RTE_001053,2026-02-22 05:06:00,SHP_000233,CR_01,MIA,JED,Perishable,1059.63,33481.86,15.56,1671.43,0.9,0,Standard,Cargolux,11400,0.18,Winter,0.73,ICE,0.961
RTE_013776,2025-06-16 14:15:00,SHP_003048,CR_03,JNB,JED,Perishable,1111.63,19478.65,19.39,3504.07,0.73,2,Standard,Cargolux,6400,0.35,Summer,0.64,ICE,0.57
RTE_013263,2025-09-18 20:24:00,SHP_002934,CR_03,CDG,JED,Dangerous,3325.98,40704.31,8.32,4732.48,0.8,1,Express,Lufthansa Cargo,4470,0.31,Monsoon,0.75,DGR,0.531
RTE_003927,2025-08-05 08:37:00,SHP_000870,CR_02,LHR,JED,Pharmaceutical,1337.88,20808.49,7.29,5536.95,0.83,0,Standard,Cargolux,4740,0.42,Summer,0.59,ICE,0.856
RTE_015403,2025-03-11 19:40:00,SHP_003407,CR_03,DEL,JED,Valuable,1301.18,18141.52,6.4,10387.46,0.91,0,Economy,Emirates SkyCargo,3900,0.24,Spring,0.78,VAL,0.962
RTE_012246,2025-07-30 13:44:00,SHP_002709,CR_03,PVG,JED,Valuable,1448.29,33695.95,16.58,11851.36,0.75,1,Standard,Cathay Cargo,8750,0.36,Summer,0.84,VAL,0.666
RTE_003126,2025-06-25 10:53:00,SHP_000688,CR_02,JFK,JED,Heavy,7018.05,59728.4,13.35,14930.48,0.87,0,Standard,Singapore Airlines Cargo,10200,0.33,Summer,0.86,ELI,0.954
RTE_008592,2025-05-22 23:49:00,SHP_001912,CR_06,DOH,JED,Valuable,662.68,9487.92,2.5,8342.3,0.85,0,Express,Cathay Cargo,1320,0.41,Summer,0.81,VAL,0.957
RTE_000134,2025-12-02 01:22:00,SHP_000031,CR_06,DOH,JED,General,983.96,7827.01,7.36,9714.63,0.85,1,Standard,Etihad Cargo,1320,0.15,Winter,0.78,GEN,0.726
RTE_007516,2026-02-03 09:44:00,SHP_001672,CR_04,DOH,JED,Valuable,531.8,7272.03,10.02,3877.17,0.71,2,Standard,Cargolux,1320,0.22,Winter,0.65,VAL,0.573
RTE_014458,2025-11-14 22:53:00,SHP_003201,CR_04,IST,JED,Dangerous,4677.54,26231.09,3.33,10613.43,0.88,0,Standard,Cargolux,2400,0.2,Monsoon,0.6,DGR,0.869
RTE_006604,2026-02-08 15:29:00,SHP_001466,CR_01,DEL,JED,Perishable,2027.68,11286.19,6.52,3922.42,0.91,0,Economy,Etihad Cargo,3900,0.25,Winter,0.84,FRO,0.98
RTE_000564,2025-05-27 02:31:00,SHP_000123,CR_05,FRA,JED,Pharmaceutical,1135.23,23492.69,9.5,4320.85,0.79,1,Express,Korean Air Cargo,4200,0.41,Summer,0.71,PER,0.669
RTE_008747,2025-12-25 17:14:00,SHP_001945,CR_02,BRU,JED,Pharmaceutical,2084.98,26123.76,7.57,12523.32,0.92,0,Standard,Turkish Cargo,4520,0.2,Winter,0.69,PER,0.927
RTE_009932,2025-03-11 16:04:00,SHP_002201,CR_04,FRA,JED,Dangerous,3120.59,25535.47,10.2,3220.59,0.8,1,Standard,Lufthansa Cargo,4200,0.23,Spring,0.86,CAO,0.508
RTE_008493,2025-08-05 02:17:00,SHP_001891,CR_04,ADD,JED,Heavy,9611.44,39026.74,3.18,14533.97,0.84,0,Standard,Turkish Cargo,1650,0.44,Summer,0.56,ELM,0.814
RTE_006418,2025-04-13 00:49:00,SHP_001428,CR_01,DXB,JED,General,3613.1,17384.92,3.59,5799.06,0.88,0,Standard,Emirates SkyCargo,1700,0.31,Spring,0.73,GEN,0.761
RTE_010500,2025-10-06 00:10:00,SHP_002324,CR_04,AUH,JED,General,1248.19,6636.08,7.03,5439.71,0.81,1,Standard,Emirates SkyCargo,1650,0.28,Monsoon,0.68,GEN,0.757
RTE_019029,2025-04-11 07:54:00,SHP_004222,CR_04,FRA,JED,Perishable,1782.89,20240.94,6.42,7296.64,0.88,0,Standard,Qatar Airways Cargo,4200,0.31,Spring,0.54,FRO,0.869
RTE_016250,2025-12-23 14:36:00,SHP_003597,CR_02,LAX,JED,Pharmaceutical,1819.99,56718.8,21.11,10169.77,0.85,1,Standard,Turkish Cargo,13400,0.18,Winter,0.77,PER,0.925
RTE_020810,2025-05-19 02:59:00,SHP_004627,CR_01,BOM,JED,Heavy,9553.08,42992.31,8.47,14027.52,0.79,1,Economy,Turkish Cargo,3650,0.41,Summer,0.6,ELI,0.735
RTE_019820,2025-03-15 12:29:00,SHP_004405,CR_01,NBO,JED,Perishable,1364.92,12127.34,9.47,9612.13,0.83,1,Economy,Emirates SkyCargo,2400,0.22,Spring,0.82,FRO,0.669
RTE_009124,2025-03-14 11:40:00,SHP_002028,CR_02,IST,JED,Perishable,568.97,8826.03,7.16,5820.87,0.8,1,Standard,Qatar Airways Cargo,2400,0.27,Spring,0.63,ICE,0.984
RTE_013666,2025-05-26 19:46:00,SHP_003024,CR_02,MAD,JED,Dangerous,3387.11,28434.57,10.41,11024.14,0.74,1,Standard,Turkish Cargo,5180,0.45,Summer,0.96,CAO,0.782
RTE_004412,2026-02-21 11:55:00,SHP_000975,CR_04,BOM,JED,Valuable,270.97,13467.51,5.28,9035.92,0.91,0,Standard,Etihad Cargo,3650,0.25,Winter,0.87,VAL,0.827
RTE_005888,2026-02-28 10:15:00,SHP_001313,CR_01,AUH,JED,General,1643.94,7667.43,3.26,1743.94,0.9,0,Standard,Korean Air Cargo,1650,0.21,Winter,0.71,GEN,0.971
RTE_012576,2025-10-08 17:46:00,SHP_002780,CR_02,JNB,JED,General,3136.26,13616.21,19.29,11258.42,0.73,2,Economy,Lufthansa Cargo,6400,0.23,Monsoon,0.69,GEN,0.567
RTE_006934,2025-09-08 09:21:00,SHP_001543,CR_01,DOH,JED,Pharmaceutical,2183.34,15504.32,3.26,5833.27,0.86,0,Express,Saudia Cargo,1320,0.33,Monsoon,0.82,ICE,0.847
RTE_013067,2025-11-10 18:53:00,SHP_002891,CR_01,NRT,JED,Perishable,2445.35,40189.25,16.4,13813.15,0.85,1,Express,Turkish Cargo,9500,0.24,Monsoon,0.63,PER,0.875
RTE_006321,2025-03-24 09:44:00,SHP_001408,CR_02,BOM,JED,General,2467.91,13347.09,11.11,7403.6,0.8,1,Standard,Emirates SkyCargo,3650,0.2,Spring,0.76,GEN,0.92
RTE_014929,2025-10-21 18:48:00,SHP_003303,CR_05,HKG,JED,Valuable,557.77,33849.32,11.06,10980.74,0.89,0,Express,Turkish Cargo,7800,0.22,Monsoon,0.9,VAL,0.841
RTE_012285,2025-08-29 03:01:00,SHP_002716,CR_04,LAX,JED,Pharmaceutical,358.94,48385.31,19.4,2017.35,0.82,0,Standard,Saudia Cargo,13400,0.48,Summer,0.63,PER,0.925
RTE_006627,2025-04-27 11:13:00,SHP_001470,CR_04,ATL,JED,Perishable,454.89,35885.36,18.33,5790.47,0.77,1,Express,Singapore Airlines Cargo,11100,0.31,Spring,0.77,ICE,0.647
RTE_010992,2025-04-03 16:06:00,SHP_002432,CR_03,JFK,JED,Valuable,401.81,33086.53,18.05,1202.77,0.82,1,Standard,Etihad Cargo,10200,0.3,Spring,0.75,VAL,0.732
RTE_007677,2026-01-29 02:38:00,SHP_001707,CR_05,DEL,JED,General,2490.16,13781.67,14.44,2631.84,0.73,2,Standard,Korean Air Cargo,3900,0.21,Winter,0.89,GEN,0.377
RTE_004878,2025-04-11 18:15:00,SHP_001080,CR_04,JNB,JED,Heavy,7181.67,48033.29,16.06,8717.6,0.77,1,Express,Singapore Airlines Cargo,6400,0.27,Spring,0.84,ELM,0.398
RTE_016413,2025-07-27 05:50:00,SHP_003635,CR_04,DXB,JED,General,3177.05,14017.75,10.09,10917.63,0.76,1,Standard,Korean Air Cargo,1700,0.39,Summer,0.75,GEN,0.723
RTE_010609,2025-12-10 13:44:00,SHP_002346,CR_04,CAI,JED,Dangerous,4068.73,19269.34,8.36,10590.91,0.8,1,Standard,Etihad Cargo,1220,0.19,Winter,0.57,DGR,0.733
RTE_001536,2025-09-29 14:18:00,SHP_000339,CR_02,MAD,JED,Pharmaceutical,1634.43,23632.31,8.45,7347.3,0.85,0,Economy,Korean Air Cargo,5180,0.33,Monsoon,0.69,PER,0.907
RTE_012120,2025-05-07 16:38:00,SHP_002681,CR_05,HKG,JED,Heavy,6213.11,35792.01,12.4,8423.06,0.85,0,Economy,Turkish Cargo,7800,0.42,Summer,0.62,ELM,0.943
RTE_016268,2025-04-17 14:32:00,SHP_003601,CR_06,ICN,JED,Heavy,11236.86,75360.33,13.16,14426.62,0.89,0,Standard,Lufthansa Cargo,8500,0.3,Spring,0.7,ELM,0.679
RTE_019580,2025-11-06 20:12:00,SHP_004350,CR_03,BOM,JED,General,966.46,13103.96,9.23,10028.25,0.81,1,Express,Emirates SkyCargo,3650,0.19,Monsoon,0.76,GEN,0.62
RTE_012533,2026-02-03 00:24:00,SHP_002771,CR_04,RUH,JED,General,106.36,3443.8,1.49,3006.34,0.91,0,Express,Saudia Cargo,850,0.22,Winter,0.64,GEN,0.86
RTE_020365,2025-05-12 00:23:00,SHP_004527,CR_03,JFK,JED,Pharmaceutical,384.03,31878.55,25.12,484.03,0.7,2,Standard,Qatar Airways Cargo,10200,0.45,Summer,0.66,PER,0.342
RTE_006914,2025-10-21 06:22:00,SHP_001538,CR_02,PVG,JED,Perishable,2590.64,32037.96,18.52,4397.61,0.79,1,Standard,Saudia Cargo,8750,0.29,Monsoon,0.6,FRO,0.699
RTE_003722,2025-05-12 09:17:00,SHP_000821,CR_04,HKG,JED,General,3604.24,16099.64,15.38,7775.23,0.78,1,Economy,Singapore Airlines Cargo,7800,0.41,Summer,0.63,GEN,0.79
RTE_008850,2025-04-03 15:05:00,SHP_001968,CR_01,CDG,JED,Pharmaceutical,507.3,9966.9,15.28,2080.04,0.74,2,Economy,Cargolux,4470,0.25,Spring,0.75,PER,0.499
RTE_020408,2025-04-04 10:09:00,SHP_004537,CR_01,ICN,JED,Pharmaceutical,1954.3,35990.92,13.17,2954.88,0.88,0,Standard,Korean Air Cargo,8500,0.3,Spring,0.78,PER,0.985
RTE_017864,2025-06-05 11:30:00,SHP_003955,CR_02,NRT,JED,Valuable,387.88,35493.07,14.09,6721.97,0.87,0,Standard,Cargolux,9500,0.35,Summer,0.84,VAL,0.958
RTE_013338,2025-09-07 07:14:00,SHP_002949,CR_05,AMS,JED,Dangerous,3400.58,40109.47,6.22,12832.57,0.84,0,Express,Qatar Airways Cargo,4620,0.3,Monsoon,0.83,CAO,0.947
RTE_019132,2025-05-27 02:59:00,SHP_004246,CR_02,IST,JED,Heavy,9225.05,31929.6,4.14,12381.05,0.82,0,Express,Emirates SkyCargo,2400,0.4,Summer,0.89,ELI,0.693
RTE_018426,2025-10-04 22:52:00,SHP_004084,CR_01,CAI,JED,Valuable,347.0,6812.16,12.43,1261.45,0.73,2,Standard,Cathay Cargo,1220,0.3,Monsoon,0.84,VAL,0.668
RTE_019540,2025-11-20 08:21:00,SHP_004341,CR_02,IST,JED,Pharmaceutical,1822.94,11913.84,11.24,11327.6,0.76,2,Standard,Cargolux,2400,0.25,Monsoon,0.76,PER,0.641
RTE_003336,2025-12-19 07:45:00,SHP_000735,CR_01,BRU,JED,Valuable,998.52,18245.42,12.52,6135.77,0.83,1,Standard,Turkish Cargo,4520,0.18,Winter,0.89,VAL,0.773
RTE_019718,2025-12-04 20:09:00,SHP_004383,CR_02,SIN,JED,Heavy,10195.0,47346.04,10.28,20519.96,0.88,0,Express,Saudia Cargo,7100,0.16,Winter,0.54,ELI,0.972
RTE_003107,2026-01-03 19:55:00,SHP_000683,CR_04,NRT,JED,General,3380.29,42448.97,19.08,14396.1,0.84,1,Express,Etihad Cargo,9500,0.22,Winter,0.82,GEN,0.927
RTE_004910,2026-02-13 13:04:00,SHP_001087,CR_05,DOH,JED,General,660.17,4287.61,13.12,4213.77,0.71,2,Economy,Saudia Cargo,1320,0.23,Winter,0.86,GEN,0.564
RTE_012850,2025-05-26 00:06:00,SHP_002842,CR_03,CAI,JED,Pharmaceutical,474.85,9227.89,5.12,13060.68,0.77,1,Express,Lufthansa Cargo,1220,0.43,Summer,0.64,PER,0.638
RTE_011925,2026-02-20 07:56:00,SHP_002638,CR_06,BRU,JED,Heavy,6453.15,42420.4,12.11,18368.34,0.82,1,Express,Korean Air Cargo,4520,0.23,Winter,0.73,ELM,0.532
RTE_012524,2025-11-20 01:34:00,SHP_002770,CR_01,HKG,JED,Pharmaceutical,1115.45,43033.83,13.0,8772.37,0.92,0,Express,Cathay Cargo,7800,0.21,Monsoon,0.69,PER,0.903
RTE_014329,2025-06-14 20:48:00,SHP_003173,CR_01,ATL,JED,Pharmaceutical,1140.3,27741.22,17.04,2679.03,0.84,0,Economy,Cargolux,11100,0.39,Summer,0.76,PER,0.806
RTE_019782,2025-10-31 08:42:00,SHP_004397,CR_02,LHR,JED,General,1012.08,12695.07,14.09,8183.44,0.7,2,Standard,Qatar Airways Cargo,4740,0.24,Monsoon,0.68,GEN,0.586
RTE_015483,2025-11-03 00:21:00,SHP_003424,CR_01,KWI,JED,Dangerous,3410.83,19212.24,3.27,6422.21,0.91,0,Standard,Turkish Cargo,1250,0.19,Monsoon,0.9,DGR,0.919
RTE_018513,2025-11-07 07:52:00,SHP_004104,CR_02,JNB,JED,General,3313.41,22058.15,15.45,3413.41,0.82,1,Standard,Turkish Cargo,6400,0.2,Monsoon,0.84,GEN,0.524
RTE_013820,2025-04-20 22:22:00,SHP_003057,CR_05,AMS,JED,Valuable,1172.56,18999.85,16.39,10116.46,0.7,2,Standard,Qatar Airways Cargo,4620,0.29,Spring,0.74,VAL,0.814
RTE_014976,2025-09-23 14:12:00,SHP_003314,CR_04,NBO,JED,Perishable,1180.39,13358.39,10.19,9964.06,0.79,1,Standard,Singapore Airlines Cargo,2400,0.33,Monsoon,0.75,ICE,0.755
RTE_001816,2025-09-23 18:35:00,SHP_000400,CR_01,LHR,JED,Valuable,1243.14,23249.35,12.22,2966.63,0.79,1,Standard,Cargolux,4740,0.29,Monsoon,0.41,VAL,0.916
RTE_003734,2025-12-26 06:40:00,SHP_000824,CR_01,DOH,JED,Pharmaceutical,622.95,7085.76,7.52,9066.33,0.8,1,Economy,Korean Air Cargo,1320,0.14,Winter,0.83,ICE,0.743
RTE_001347,2025-10-09 18:50:00,SHP_000298,CR_03,MAD,JED,Pharmaceutical,1133.66,16986.36,8.39,4737.38,0.86,0,Standard,Korean Air Cargo,5180,0.27,Monsoon,0.79,ICE,0.877
RTE_003430,2026-01-12 18:58:00,SHP_000756,CR_01,KWI,JED,Perishable,271.61,5188.93,7.52,8529.35,0.82,1,Standard,Korean Air Cargo,1250,0.24,Winter,0.77,FRO,0.738
RTE_003493,2025-05-28 03:46:00,SHP_000770,CR_03,MAD,JED,Dangerous,616.98,17861.72,14.21,9197.12,0.67,2,Standard,Singapore Airlines Cargo,5180,0.39,Summer,0.48,CAO,0.518
RTE_012021,2025-03-12 21:47:00,SHP_002660,CR_02,DOH,JED,General,3619.34,18330.29,4.58,8602.11,0.82,1,Express,Cargolux,1320,0.23,Spring,0.86,GEN,0.684
RTE_013025,2025-10-02 13:05:00,SHP_002881,CR_06,SIN,JED,Valuable,225.75,26815.03,16.07,777.21,0.78,1,Standard,Turkish Cargo,7100,0.3,Monsoon,0.71,VAL,0.733
RTE_014323,2025-09-25 22:04:00,SHP_003171,CR_05,AMS,JED,Perishable,2167.44,20659.29,11.46,12203.27,0.78,1,Standard,Saudia Cargo,4620,0.3,Monsoon,0.63,FRO,0.652
RTE_012190,2025-12-29 03:43:00,SHP_002696,CR_04,FRA,JED,Dangerous,3730.89,38711.74,5.53,11204.09,0.89,0,Standard,Lufthansa Cargo,4200,0.18,Winter,0.93,DGR,0.929
RTE_007783,2025-12-30 19:54:00,SHP_001730,CR_05,DOH,JED,Perishable,144.7,6846.07,6.36,7142.44,0.84,1,Express,Korean Air Cargo,1320,0.18,Winter,0.75,ICE,0.892
RTE_004700,2025-11-21 15:32:00,SHP_001039,CR_02,PVG,JED,General,3748.24,33555.79,13.35,10333.69,0.89,0,Standard,Saudia Cargo,8750,0.25,Monsoon,0.69,GEN,0.99
RTE_016173,2025-04-05 20:14:00,SHP_003580,CR_01,BOM,JED,General,3970.35,22013.77,7.45,8344.25,0.79,1,Express,Etihad Cargo,3650,0.31,Spring,0.84,GEN,0.711
RTE_004157,2025-03-12 23:53:00,SHP_000920,CR_01,CDG,JED,General,1009.76,11780.36,10.03,2197.24,0.83,1,Economy,Korean Air Cargo,4470,0.26,Spring,0.7,GEN,0.988
RTE_012218,2025-04-04 17:42:00,SHP_002703,CR_01,FRA,JED,General,124.73,12876.84,10.32,6063.33,0.82,1,Express,Saudia Cargo,4200,0.31,Spring,0.82,GEN,0.666
RTE_014086,2026-01-11 21:54:00,SHP_003120,CR_01,JFK,JED,Pharmaceutical,89.41,18825.18,23.26,189.41,0.74,2,Economy,Saudia Cargo,10200,0.19,Winter,0.78,ICE,0.457
RTE_011565,2025-09-20 08:37:00,SHP_002559,CR_05,ORD,JED,Valuable,957.87,47366.75,19.03,7907.54,0.8,1,Express,Saudia Cargo,10650,0.32,Monsoon,0.65,VAL,0.892
RTE_014779,2025-04-21 02:15:00,SHP_003271,CR_03,BRU,JED,Perishable,1582.04,14873.49,6.24,6003.32,0.91,0,Economy,Lufthansa Cargo,4520,0.24,Spring,0.54,ICE,0.853
RTE_008604,2025-11-01 05:35:00,SHP_001914,CR_06,KWI,JED,Heavy,4317.16,18054.92,12.42,10676.51,0.72,2,Standard,Qatar Airways Cargo,1250,0.19,Monsoon,0.65,ELM,0.633
RTE_003586,2025-06-21 14:58:00,SHP_000790,CR_03,MIA,JED,Dangerous,4614.12,57640.72,19.33,15051.69,0.81,1,Standard,Etihad Cargo,11400,0.4,Summer,0.68,CAO,0.735
RTE_019388,2025-12-15 23:20:00,SHP_004305,CR_01,CAI,JED,Heavy,8703.68,27401.62,2.4,9185.73,0.89,0,Standard,Turkish Cargo,1220,0.18,Winter,0.66,ELM,0.788
RTE_004848,2025-12-10 13:11:00,SHP_001074,CR_04,MAD,JED,General,1900.0,22563.4,12.54,10723.79,0.82,1,Express,Singapore Airlines Cargo,5180,0.22,Winter,0.73,GEN,0.583
RTE_003777,2025-11-24 17:05:00,SHP_000833,CR_02,DEL,JED,Heavy,6616.52,31170.78,10.41,12071.63,0.79,1,Express,Saudia Cargo,3900,0.23,Monsoon,0.73,ELM,0.573
RTE_019875,2026-02-26 11:58:00,SHP_004417,CR_04,NRT,JED,General,2384.22,35222.54,13.46,12184.43,0.9,0,Standard,Emirates SkyCargo,9500,0.21,Winter,0.62,GEN,0.942
RTE_007396,2025-10-13 03:19:00,SHP_001646,CR_02,BOM,JED,Pharmaceutical,1295.68,19147.16,13.03,10898.43,0.8,1,Standard,Korean Air Cargo,3650,0.27,Monsoon,0.94,ICE,0.956
RTE_013813,2026-02-19 20:19:00,SHP_003056,CR_01,DOH,JED,Pharmaceutical,134.99,4916.97,7.08,1939.12,0.83,1,Standard,Emirates SkyCargo,1320,0.2,Winter,0.79,PER,0.76
RTE_014855,2025-08-09 21:10:00,SHP_003287,CR_04,ICN,JED,General,214.88,13334.02,26.16,6967.25,0.65,2,Economy,Qatar Airways Cargo,8500,0.48,Summer,0.77,GEN,0.501
RTE_016152,2025-04-23 18:29:00,SHP_003575,CR_03,DXB,JED,Perishable,1896.46,8095.13,13.01,3964.05,0.73,2,Economy,Cathay Cargo,1700,0.3,Spring,0.66,FRO,0.554
RTE_015809,2025-05-09 06:31:00,SHP_003497,CR_01,ORD,JED,General,2458.03,27839.79,17.56,7733.48,0.78,1,Standard,Singapore Airlines Cargo,10650,0.43,Summer,0.92,GEN,0.657
